,Date,data,value,change
205,4/12/2020,HUM,22.971309,0.245266824
206,4/12/2020,TEMP,14.051354,0.293452147
207,4/12/2020,GAS,12.196596,-2.115196732
208,4/13/2020,HUM,23.02765,0.419430554
209,4/13/2020,TEMP,14.092588,0.942779282
210,4/13/2020,GAS,11.938614,1.318704164
211,4/16/2020,HUM,23.124235,0.417687331
212,4/16/2020,TEMP,14.22545,-0.032202848
213,4/16/2020,GAS,12.096049,-1.181228681
214,4/17/2020,HUM,23.220822,-0.866554164
215,4/17/2020,TEMP,14.220869,-0.193300423
216,4/17/2020,GAS,11.953167,0.055340982
217,4/18/2020,HUM,23.019601,0.314688339
218,4/18/2020,TEMP,14.19338,-0.645575613
219,4/18/2020,GAS,11.959782,-0.143806969
220,4/19/2020,HUM,23.092041,1.150227474
221,4/19/2020,TEMP,14.101751,2.858992475
222,4/19/2020,GAS,11.942583,0.775452011
223,4/20/2020,HUM,23.357652,-0.827018058
224,4/20/2020,TEMP,14.504919,-0.284269081
225,4/20/2020,GAS,12.035192,2.792128285
226,4/23/2020,HUM,23.16448,0.034747165
227,4/23/2020,TEMP,14.463686,-0.728534898
228,4/23/2020,GAS,12.37123,-0.28874251
229,4/24/2020,HUM,23.172529,0.694684641
230,4/24/2020,TEMP,14.358313,1.595403304
231,4/24/2020,GAS,12.335509,2.262979177
232,4/25/2020,HUM,23.333505,0.379441494
233,4/25/2020,TEMP,14.587386,-0.062814544
234,4/25/2020,GAS,12.614659,3.660201992
235,4/26/2020,HUM,23.422042,3.505155528
236,4/26/2020,TEMP,14.578223,-1.005657548
237,4/26/2020,GAS,13.076381,1.092672353
238,4/27/2020,HUM,24.243021,-0.597611164
239,4/27/2020,TEMP,14.431616,-1.523807174
240,4/27/2020,GAS,13.219263,-0.120097467
241,4/30/2020,HUM,24.098142,1.536404757
242,4/30/2020,TEMP,14.211706,-0.032241027
243,4/30/2020,GAS,13.203387,-0.330657581
244,5/1/2020,HUM,24.468387,0.69079339
245,5/1/2020,TEMP,14.207124,0.773942706
246,5/1/2020,GAS,13.159729,0.924905065
247,5/2/2020,HUM,24.637413,1.176081271
248,5/2/2020,TEMP,14.317079,1.18400548
249,5/2/2020,GAS,13.281444,0.009961266
250,5/3/2020,HUM,24.927169,-1.323860724
251,5/3/2020,TEMP,14.486594,-2.9095521
252,5/3/2020,GAS,13.282767,0.408356181
253,5/4/2020,HUM,24.597168,0.490836994
254,5/4/2020,TEMP,14.065099,-1.140063074
255,5/4/2020,GAS,13.337008,3.085017269
256,5/7/2020,HUM,24.7179,0.130253784
257,5/7/2020,TEMP,13.904748,-0.560132409
258,5/7/2020,GAS,13.748457,1.09699583
259,5/8/2020,HUM,24.750096,0.097563258
260,5/8/2020,TEMP,13.826863,-0.463879623
261,5/8/2020,GAS,13.899277,1.7323491
262,5/9/2020,HUM,24.774243,-0.649775656
263,5/9/2020,TEMP,13.762723,-1.664452594
264,5/9/2020,GAS,14.140061,0.430387111
265,5/10/2020,HUM,24.613266,1.01372975
266,5/10/2020,TEMP,13.533649,0.236964916
267,5/10/2020,GAS,14.200918,1.304260753
268,5/11/2020,HUM,24.862778,0.258985541
269,5/11/2020,TEMP,13.565719,-2.397838257
270,5/11/2020,GAS,14.386135,0.57017399
271,5/14/2020,HUM,24.927169,0.097183118
272,5/14/2020,TEMP,13.240435,-1.764707882
273,5/14/2020,GAS,14.468161,-1.682522057
274,5/15/2020,HUM,24.951394,0.550161646
275,5/15/2020,TEMP,13.00678,-0.669243272
276,5/15/2020,GAS,14.224731,-0.167405626
277,5/16/2020,HUM,25.088667,-0.289668638
278,5/16/2020,TEMP,12.919733,0.957442387
279,5/16/2020,GAS,14.200918,1.956401692
280,5/17/2020,HUM,25.015993,-0.484182259
281,5/17/2020,TEMP,13.043432,1.685990313
282,5/17/2020,GAS,14.478745,0.529969966
283,5/18/2020,HUM,24.89487,0.713588784
284,5/18/2020,TEMP,13.263343,1.139893615
285,5/18/2020,GAS,14.555478,1.781494225
286,5/21/2020,HUM,25.072517,-1.159412914
287,5/21/2020,TEMP,13.414531,-0.922134363
288,5/21/2020,GAS,14.814783,1.393101742
289,5/22/2020,HUM,24.781823,-0.35842803
290,5/22/2020,TEMP,13.290831,-0.413653593
291,5/22/2020,GAS,15.021168,-0.572492099
292,5/23/2020,HUM,24.692998,-1.340744449
293,5/23/2020,TEMP,13.235853,-2.007615225
294,5/23/2020,GAS,14.935173,-1.948795638
295,5/24/2020,HUM,24.361928,1.027508989
296,5/24/2020,TEMP,12.970128,1.059704268
297,5/24/2020,GAS,14.644117,2.647035666
298,5/25/2020,HUM,24.612249,1.017066746
299,5/25/2020,TEMP,13.107573,-0.139812305
300,5/25/2020,GAS,15.031752,0.642493304
301,5/29/2020,HUM,24.862572,1.039297141
302,5/29/2020,TEMP,13.089247,0.455022355
303,5/29/2020,GAS,15.12833,3.865324196
304,5/30/2020,HUM,25.120968,-1.350047498
305,5/30/2020,TEMP,13.148806,0.383274344
306,5/30/2020,GAS,15.713089,2.037549714
307,5/31/2020,HUM,24.781823,-0.325843664
308,5/31/2020,TEMP,13.199202,1.110718663
309,5/31/2020,GAS,16.033251,-2.302165668
310,6/1/2020,HUM,24.701073,0.424973441
311,6/1/2020,TEMP,13.345808,-1.029858964
312,6/1/2020,GAS,15.664139,2.474658837
313,6/4/2020,HUM,24.806046,-0.455727608
314,6/4/2020,TEMP,13.208365,-0.832464881
315,6/4/2020,GAS,16.051773,1.104432513
316,6/5/2020,HUM,24.692998,-0.948329563
317,6/5/2020,TEMP,13.09841,-1.539003589
318,6/5/2020,GAS,16.229054,0.79073617
319,6/6/2020,HUM,24.458827,-2.211949903
320,6/6/2020,TEMP,12.896825,-2.52220217
321,6/6/2020,GAS,16.357383,0.347781794
322,6/7/2020,HUM,23.91781,1.45171736
323,6/7/2020,TEMP,12.571541,0.838194777
324,6/7/2020,GAS,16.414271,0.338522497
325,6/8/2020,HUM,24.265029,-0.099830913
326,6/8/2020,TEMP,12.676915,-0.469822508
327,6/8/2020,GAS,16.469837,-3.454096115
328,6/11/2020,HUM,24.240805,-0.56628895
329,6/11/2020,TEMP,12.617356,0.726213955
330,6/11/2020,GAS,15.900953,0.158084864
331,6/12/2020,HUM,24.103532,1.809041928
332,6/12/2020,TEMP,12.708985,0.108151831
333,6/12/2020,GAS,15.92609,-2.392420236
334,6/13/2020,HUM,24.539575,0.42777432
335,6/13/2020,TEMP,12.72273,-0.57616565
336,6/13/2020,GAS,15.545071,1.063822738
337,6/14/2020,HUM,24.644549,-0.098297599
338,6/14/2020,TEMP,12.649426,0.579504556
339,6/14/2020,GAS,15.710443,1.473682187
340,6/15/2020,HUM,24.620324,0.065596212
341,6/15/2020,TEMP,12.72273,-0.396117814
342,6/15/2020,GAS,15.941965,3.809135198
343,6/18/2020,HUM,24.636474,-0.16388303
344,6/18/2020,TEMP,12.672333,-0.253071001
345,6/18/2020,GAS,16.549216,-1.143178021
346,6/19/2020,HUM,24.596099,-1.477344029
347,6/19/2020,TEMP,12.640263,-0.978618878
348,6/19/2020,GAS,16.360029,-1.706286706
349,6/20/2020,HUM,24.23273,0.699764327
350,6/20/2020,TEMP,12.516563,-3.879938926
351,6/20/2020,GAS,16.08088,1.933358125
352,6/21/2020,HUM,24.402302,-2.415616363
353,6/21/2020,TEMP,12.030928,-2.741808446
354,6/21/2020,GAS,16.391781,-0.726394527
355,6/22/2020,HUM,23.812836,0
356,6/22/2020,TEMP,11.701063,0.469846201
357,6/22/2020,GAS,16.272712,-0.536591565
358,6/25/2020,HUM,23.812836,0.101730848
359,6/25/2020,TEMP,11.75604,0.428690273
360,6/25/2020,GAS,16.185394,-2.198784904
361,6/26/2020,HUM,23.837061,1.185636937
362,6/26/2020,TEMP,11.806437,1.396966756
363,6/26/2020,GAS,15.829512,1.872123411
364,6/27/2020,HUM,24.119682,-0.13391553
365,6/27/2020,TEMP,11.971369,1.224646905
366,6/27/2020,GAS,16.12586,-1.091148007
367,6/28/2020,HUM,24.087382,-1.206839332
368,6/28/2020,TEMP,12.117976,-0.793952719
369,6/28/2020,GAS,15.949903,1.227612481
370,6/29/2020,HUM,23.796686,0.916186397
371,6/29/2020,TEMP,12.021765,-0.724086688
372,6/29/2020,GAS,16.145706,-0.639142073
373,7/2/2020,HUM,24.014708,0.941493855
374,7/2/2020,TEMP,11.934717,1.190024028
375,7/2/2020,GAS,16.042512,4.873825246
376,7/3/2020,HUM,24.240805,-0.0999348
377,7/3/2020,TEMP,12.076743,-0.075873106
378,7/3/2020,GAS,16.824396,4.38782468
379,7/5/2020,HUM,24.21658,-0.066689846
380,7/5/2020,TEMP,12.06758,0.797260097
381,7/5/2020,GAS,17.562621,-0.338981294
382,7/6/2020,HUM,24.20043,-0.333663493
383,7/6/2020,TEMP,12.16379,-0.790954135
384,7/6/2020,GAS,17.503087,-1.489034477
385,7/9/2020,HUM,24.119682,-1.80783478
386,7/9/2020,TEMP,12.06758,-0.8731991
387,7/9/2020,GAS,17.24246,1.549906452
388,7/10/2020,HUM,23.683638,0.545515854
389,7/10/2020,TEMP,11.962206,-0.459589143
390,7/10/2020,GAS,17.509702,0.030223244
391,7/11/2020,HUM,23.812836,1.966766999
392,7/11/2020,TEMP,11.907229,-0.115434078
393,7/11/2020,GAS,17.514994,1.268981308
394,7/12/2020,HUM,24.281179,-0.831392907
395,7/12/2020,TEMP,11.893484,0.423727816
396,7/12/2020,GAS,17.737256,2.729914932
397,7/13/2020,HUM,24.079307,0.704227078
398,7/13/2020,TEMP,11.94388,0.038362743
399,7/13/2020,GAS,18.221468,0.268639168
400,7/16/2020,HUM,24.24888,2.497505039
401,7/16/2020,TEMP,11.948462,-0.805216604
402,7/16/2020,GAS,18.270418,0.586538305
403,7/17/2020,HUM,24.854497,0.454839219
404,7/17/2020,TEMP,11.852251,2.435250485
405,7/17/2020,GAS,18.377581,-0.568720116
406,7/18/2020,HUM,24.967545,1.908149159
407,7/18/2020,TEMP,12.140883,4.566035271
408,7/18/2020,GAS,18.273064,1.361140091
409,7/19/2020,HUM,25.443963,-1.110758572
410,7/19/2020,TEMP,12.69524,-0.036076514
411,7/19/2020,GAS,18.521786,2.678575381
412,7/20/2020,HUM,25.161342,0.096278648
413,7/20/2020,TEMP,12.69066,1.696743905
414,7/20/2020,GAS,19.017906,-0.034783009
415,7/23/2020,HUM,25.185567,-1.250406632
416,7/23/2020,TEMP,12.905988,0.425988309
417,7/23/2020,GAS,19.011291,-6.130830358
418,7/24/2020,HUM,24.870645,-0.292207942
419,7/24/2020,TEMP,12.960966,-1.166494843
420,7/24/2020,GAS,17.845741,1.756985042
421,7/25/2020,HUM,24.797971,-2.377073511
422,7/25/2020,TEMP,12.809777,-1.895559931
423,7/25/2020,GAS,18.159288,6.367479826
424,7/26/2020,HUM,24.208505,-1.967977783
425,7/26/2020,TEMP,12.56696,-1.82281952
426,7/26/2020,GAS,19.315577,-1.472609387
427,7/27/2020,HUM,23.732087,0.034025663
428,7/27/2020,TEMP,12.337887,0.185663882
429,7/27/2020,GAS,19.031134,-1.682301223
430,7/30/2020,HUM,23.740162,-1.394560829
431,7/30/2020,TEMP,12.360794,-1.111935042
432,7/30/2020,GAS,18.710973,-6.837308781
433,7/31/2020,HUM,23.409091,1.069332423
434,7/31/2020,TEMP,12.22335,1.949023795
435,7/31/2020,GAS,17.431646,2.459021942
436,8/1/2020,HUM,23.659412,0.750859742
437,8/1/2020,TEMP,12.461586,-1.029411505
438,8/1/2020,GAS,17.860294,1.103699637
439,8/2/2020,HUM,23.837061,-1.897024973
440,8/2/2020,TEMP,12.333305,-2.265978179
441,8/2/2020,GAS,18.057418,-3.39951703
442,8/3/2020,HUM,23.384866,2.002769655
443,8/3/2020,TEMP,12.053835,2.204485129
444,8/3/2020,GAS,17.443553,2.578689101
445,8/6/2020,HUM,23.853211,0.033848692
446,8/6/2020,TEMP,12.31956,0.855347107
447,8/6/2020,GAS,17.893368,-0.162658031
448,8/7/2020,HUM,23.861285,1.522843384
449,8/7/2020,TEMP,12.424935,2.212381795
450,8/7/2020,GAS,17.864263,-0.755396402
451,8/8/2020,HUM,24.224655,-2.333337668
452,8/8/2020,TEMP,12.699822,1.190473378
453,8/8/2020,GAS,17.729317,-5.686141209
454,8/9/2020,HUM,23.659412,-2.013651058
455,8/9/2020,TEMP,12.85101,-0.035647004
456,8/9/2020,GAS,16.721203,-1.09976537
457,8/10/2020,HUM,23.182994,-0.278648219
458,8/10/2020,TEMP,12.846429,-0.820259077
459,8/10/2020,GAS,16.537309,2.232001591
460,8/13/2020,HUM,23.118395,-0.911313264
461,8/13/2020,TEMP,12.741055,-2.373249311
462,8/13/2020,GAS,16.906422,-2.942331618
463,8/14/2020,HUM,22.907714,-0.601347651
464,8/14/2020,TEMP,12.438678,-2.136280077
465,8/14/2020,GAS,16.408979,-3.329841546
466,8/15/2020,HUM,22.769959,-1.032030844
467,8/15/2020,TEMP,12.172953,0.150555087
468,8/15/2020,GAS,15.862586,-2.376983173
469,8/16/2020,HUM,22.534966,1.582167907
470,8/16/2020,TEMP,12.19128,0.338217152
471,8/16/2020,GAS,15.485535,4.280233134
472,8/17/2020,HUM,22.891507,0.035397407
473,8/17/2020,TEMP,12.232513,0.786510507
474,8/17/2020,GAS,16.148352,0.131072199
475,8/20/2020,HUM,22.89961,-0.672330227
476,8/20/2020,TEMP,12.328723,1.635084185
477,8/20/2020,GAS,16.169518,4.377353734
478,8/21/2020,HUM,22.745649,0.534379125
479,8/21/2020,TEMP,12.530308,0.694699604
480,8/21/2020,GAS,16.877315,3.872387284
481,8/22/2020,HUM,22.867197,0.283484679
482,8/22/2020,TEMP,12.617356,-0.072622188
483,8/22/2020,GAS,17.53087,-1.086711612
484,8/23/2020,HUM,22.932022,1.802121941
485,8/23/2020,TEMP,12.608193,0.254358416
486,8/23/2020,GAS,17.34036,3.227285939
487,8/24/2020,HUM,23.345285,-1.110725356
488,8/24/2020,TEMP,12.640263,-0.797388472
489,8/24/2020,GAS,17.899983,-2.254253538
490,8/27/2020,HUM,23.085983,-1.965599645
491,8/27/2020,TEMP,12.539471,-1.79028286
492,8/27/2020,GAS,17.496472,-4.105850597
493,8/28/2020,HUM,22.632205,2.363048585
494,8/28/2020,TEMP,12.314979,2.232143473
495,8/28/2020,GAS,16.778093,5.724643438
496,8/29/2020,HUM,23.167015,-0.489678968
497,8/29/2020,TEMP,12.589867,-0.473070923
498,8/29/2020,GAS,17.738579,1.618432908
499,8/30/2020,HUM,23.053571,0.984181583
500,8/30/2020,TEMP,12.530308,0.73125896
501,8/30/2020,GAS,18.025666,1.636705129
502,8/31/2020,HUM,23.28046,0.278452402
503,8/31/2020,TEMP,12.621937,0.617060599
504,8/31/2020,GAS,18.320693,4.101673447
505,9/4/2020,HUM,23.345285,-1.145434721
506,9/4/2020,TEMP,12.699822,-1.010100771
507,9/4/2020,GAS,19.072148,-5.133186886
508,9/5/2020,HUM,23.07788,1.509831059
509,9/5/2020,TEMP,12.571541,0.510207937
510,9/5/2020,GAS,18.093139,-1.279612123
511,9/6/2020,HUM,23.426317,-1.625731437
512,9/6/2020,TEMP,12.635682,-1.522846175
513,9/6/2020,GAS,17.861617,-2.399827518
514,9/7/2020,HUM,23.045468,0.140643705
515,9/7/2020,TEMP,12.44326,-0.441821516
516,9/7/2020,GAS,17.432969,3.748959801
517,9/10/2020,HUM,23.07788,1.58005848
518,9/10/2020,TEMP,12.388283,1.07248115
519,9/10/2020,GAS,18.086524,-0.892399225
520,9/11/2020,HUM,23.442524,0
521,9/11/2020,TEMP,12.521145,0
522,9/11/2020,GAS,17.92512,1.003758971
523,9/12/2020,HUM,23.442524,0.795021048
524,9/12/2020,TEMP,12.521145,0.548847569
525,9/12/2020,GAS,18.105045,0.255757442
526,9/13/2020,HUM,23.628897,-0.411521537
527,9/13/2020,TEMP,12.589867,0.582238081
528,9/13/2020,GAS,18.15135,1.173466436
529,9/14/2020,HUM,23.531659,-1.067493796
530,9/14/2020,TEMP,12.66317,-1.230102731
531,9/14/2020,GAS,18.36435,-0.288156129
532,9/17/2020,HUM,23.28046,0.696137447
533,9/17/2020,TEMP,12.5074,1.941394694
534,9/17/2020,GAS,18.311432,1.813446376
535,9/18/2020,HUM,23.442524,-0.898721486
536,9/18/2020,TEMP,12.750218,-0.179659673
537,9/18/2020,GAS,18.6435,-0.106439242
538,9/19/2020,HUM,23.231841,-0.871992883
539,9/19/2020,TEMP,12.727311,-1.043920432
540,9/19/2020,GAS,18.623656,-0.326783313
541,9/20/2020,HUM,23.029261,0.809287801
542,9/20/2020,TEMP,12.594448,-0.07275428
543,9/20/2020,GAS,18.562797,2.73680739
544,9/21/2020,HUM,23.215634,1.500872214
545,9/21/2020,TEMP,12.585285,-1.164908065
546,9/21/2020,GAS,19.070825,2.865067453
547,9/24/2020,HUM,23.564071,1.65061886
548,9/24/2020,TEMP,12.438678,-0.220988115
549,9/24/2020,GAS,19.617217,3.304556401
550,9/25/2020,HUM,23.953024,-0.202976459
551,9/25/2020,TEMP,12.41119,2.214839995
552,9/25/2020,GAS,20.265479,-0.267657133
553,9/26/2020,HUM,23.904405,-0.033897518
554,9/26/2020,TEMP,12.686078,-2.600220494
555,9/26/2020,GAS,20.211237,1.132419555
556,9/27/2020,HUM,23.896302,-0.101731222
557,9/27/2020,TEMP,12.356212,-2.855017379
558,9/27/2020,GAS,20.440113,-0.666664612
559,9/28/2020,HUM,23.871992,1.052279173
560,9/28/2020,TEMP,12.00344,0.45801037
561,9/28/2020,GAS,20.303846,1.870074271
562,10/1/2020,HUM,24.123192,-0.23513472
563,10/1/2020,TEMP,12.058417,1.063829523
